"datetime","log_ret","cond_vol"
2026-01-01 22:04:40.994,-1.29675675286656,0.169543771126449
2026-01-01 22:39:29.807,0.0301541601288591,0.286176602542177
2026-01-01 23:11:59.265,0.00603255467801489,0.204225047446965
2026-01-01 23:59:59.878,-1.08969207251342,0.20100855904636
2026-01-02 00:44:09.877,-0.0785210025533445,0.304228201686324
2026-01-02 01:17:54.405,-0.0603940409193982,0.22823780714223
2026-01-02 01:38:01.967,0.117854949266416,0.223825645880854
2026-01-02 02:21:12.621,-0.420105144218752,0.220579857815891
2026-01-02 03:54:15.815,-0.00907334666511161,0.23235153844094
2026-01-02 05:09:27.693,-0.20255616814957,0.216730244622899
2026-01-02 05:49:09.333,-0.287248191073175,0.216460080360996
2026-01-02 06:03:01.59,-0.00907209000367004,0.217829121175971
2026-01-02 06:11:25.887,0.0030244068138785,0.209012782104618
2026-01-02 06:14:56.738,0.91042630245397,0.205494924127924
2026-01-02 06:27:18.42,0.710697126136139,0.281872438708815
2026-01-02 06:32:20.543,-0.0604691803696156,0.271923309923867
2026-01-02 06:58:06.082,0.00302357740178394,0.231322473846268
2026-01-02 07:07:56.934,-0.196530629681391,0.226544455599369
2026-01-02 07:14:07.25,-0.00604398692871655,0.225417232293567
2026-01-02 07:17:58.24,-0.00604442897067514,0.219065101358667
2026-01-02 07:21:40.523,-0.0241807121348359,0.21506592488836
2026-01-02 07:28:38.946,-0.00604612467647314,0.211300433060139
2026-01-02 07:33:08.811,-0.0120884049259473,0.207637702285475
2026-01-02 07:38:39.457,0.00302242320504575,0.204194212312641
2026-01-02 07:44:27.607,-0.00302291840448277,0.200901439886196
2026-01-02 07:48:04.841,0.00604514697410963,0.197780688066305
2026-01-02 07:53:47.543,0.0302286495035275,0.194819712569705
2026-01-02 07:58:54.69,-0.0513969463256103,0.192094226558594
2026-01-02 08:01:45.054,0.00604678092042121,0.189628840093604
2026-01-02 08:05:01.879,-0.0302309066890771,0.186918504755736
2026-01-02 08:07:54.35,0.0604729833941775,0.18460775901362
2026-01-02 08:10:13.523,-0.0120990708207813,0.18265182705546
2026-01-02 08:15:00.051,-0.0030261512451446,0.180244516776387
2026-01-02 08:19:13.951,-0.0574353802829108,0.17818881953098
2026-01-02 08:22:11.054,-0.0120930243818762,0.176615981032421
2026-01-02 08:24:58.858,0.0302309158239922,0.174550179724268
2026-01-02 08:28:02.568,0.00302365602333765,0.172907818197027
2026-01-02 08:31:53.385,0.151167055015833,0.171199005097699
