Month,Baseline_Sharpe,Baseline_PnLbps,Baseline_Trades,AR_Sharpe,AR_PnLbps,AR_Trades,MS_AR_Sharpe,MS_AR_PnLbps,MS_AR_Trades
202408,-0.49295176000054786,-5.879068699463601,93,23.52560632312062,44.04537984846882,19,4.394520307647423,39.14753517345182,46
202409,19.12673053942452,321.7809089805778,141,8.341426328252908,50.41425592048602,51,16.98440376547953,243.84356287179318,78
202508,4.806649562518286,52.38749545290364,98,-22.725159296440733,-106.67371169947154,36,1.2338669643705273,11.434521787532931,48
