date,AAPL,MSFT,NVDA,AMZN,META,GOOGL,TSLA,AVGO,WMT,JPM,XOM,V,JNJ,MA,COST
2024-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-21,0.004185930345026678,-0.0015144939961350135,-0.028508891483801535,0.00903755380828164,-0.006832877860256326,0.01013314507927543,0.00521268473502845,7.338632304625392e-4,-0.012282508057030128,0.006509744056292677,0.020437873447437527,0.005851489164478085,0.005194273477963085,0.01615934663185281,-0.0036790868300374813
2024-02-22,0.011243954464758676,0.02354662241846861,0.1640088673011595,0.035530017339574504,0.03867283476910277,0.010803380205860691,0.013554445406056326,0.06309830954492157,0.009844467231846288,0.011995649087687132,-8.582723260510683e-4,0.025256397844618528,0.011154652500443785,0.027251886032028994,0.01573943189273197
2024-02-23,-0.010034157626170215,-0.0031821893525830758,0.003552446725934688,0.0023485144793740087,-0.004319960484454377,-9.022362570084708e-4,-0.027556873210526134,-0.006536985248734251,8.551291048979337e-4,0.005025465770420068,-0.008782129049545673,-5.285733638978884e-4,0.00866319047217634,0.003944405852307709,0.004806631533257333
2024-02-26,-0.0074512272569899896,-0.006823632566861915,0.003489120674761592,-0.0014858549486425066,-0.004731095832453569,-0.0443871577088476,0.03870392576202142,0.00984261434396605,0.018455180409346683,-0.003424194455116325,0.00394846095341439,0.0019393457493257493,-0.006487851060883232,0.002302431617383194,0.010055281891152346
2024-02-27,0.0081144526246264,-1.4724156469314575e-4,-0.004943839267651962,-0.006810521779339163,0.01102258069408446,0.0095222726322306,0.0016549741281637331,-0.00985359863718216,-1.6773091331734324e-4,4.909630911633656e-4,-0.0021102563765472704,-0.0034488769238869565,0.001181549797983017,5.05785108268153e-4,-8.586704731189387e-4
2024-02-28,-0.0066255528565841715,5.889771220739526e-4,-0.013189064762269331,-0.0021896371944472026,-0.006221195440924587,-0.018001112761039995,0.01156560160219966,-0.0052536969540475376,5.034079613670528e-4,0.0050694933606212356,0.0027876304427625342,0.008687473767425846,0.0035408662434550653,0.008636067973323058,0.004363991781430432
2024-02-29,-0.003693078234560443,0.014519828686782477,0.018657475979668048,0.02078996747858297,0.012623535260892327,0.015251429553787554,-7.918650199801869e-4,0.008585122404734635,-0.016940564666749425,0.009111611605558512,0.0019170920072004716,-0.010468049610018348,-0.001052402131037078,-0.008541303282502466,-0.005441434945614887
2024-03-01,-0.006030429518385949,0.004496577360443288,0.040031865393414634,0.00825982552183624,0.024830057046517195,-0.00953335123978094,0.003764585340074067,0.0758792542679314,0.0025592593860956914,-0.00413856510054067,0.012629221474180108,0.00183962736641341,0.004585501000830217,0.003938950493552085,0.007460841242532323
2024-03-04,-0.02538119399805061,-0.0013958442383664726,0.03595074921593677,-0.003591063770984282,-0.008182352217859679,-0.027635899562442945,-0.07155546804023882,0.0022083913070438665,0.009190000386023023,0.007501779383903395,-0.013983438620204125,-0.009288013074497892,-0.014063571861812063,-0.01707830173019942,0.012996173619671092
