datetime,symbol,price_type,price,volume
2026-01-01 17:16:35,EURUSD,LAST,1.1748,0
2026-01-01 17:16:36,EURUSD,LAST,1.17479,0
2026-01-01 17:16:42,EURUSD,LAST,1.17479,0
2026-01-01 17:16:43,EURUSD,LAST,1.17479,0
2026-01-01 17:16:44,EURUSD,LAST,1.17478,0
2026-01-01 17:16:45,EURUSD,LAST,1.17479,0
2026-01-01 17:16:46,EURUSD,LAST,1.17479,0
2026-01-01 17:16:47,EURUSD,LAST,1.1748,0
2026-01-01 17:16:48,EURUSD,LAST,1.17478,0
2026-01-01 17:16:49,EURUSD,LAST,1.17479,0
2026-01-01 17:16:50,EURUSD,LAST,1.17479,0
2026-01-01 17:16:51,EURUSD,LAST,1.1748,0
2026-01-01 17:16:52,EURUSD,LAST,1.1748,0
2026-01-01 17:16:53,EURUSD,LAST,1.17479,0
2026-01-01 17:16:54,EURUSD,LAST,1.17478,0
2026-01-01 17:16:55,EURUSD,LAST,1.17479,0
2026-01-01 17:16:56,EURUSD,LAST,1.17479,0
2026-01-01 17:16:57,EURUSD,LAST,1.17478,0
2026-01-01 17:16:58,EURUSD,LAST,1.17479,0
2026-01-01 17:16:59,EURUSD,LAST,1.17478,0
2026-01-01 17:17:00,EURUSD,LAST,1.17479,0
2026-01-01 17:17:01,EURUSD,LAST,1.17479,0
2026-01-01 17:17:02,EURUSD,LAST,1.1748,0
2026-01-01 17:17:03,EURUSD,LAST,1.1748,0
2026-01-01 17:17:04,EURUSD,LAST,1.1748,0
2026-01-01 17:17:05,EURUSD,LAST,1.1748,0
2026-01-01 17:17:06,EURUSD,LAST,1.17479,0
2026-01-01 17:17:07,EURUSD,LAST,1.17479,0
2026-01-01 17:17:08,EURUSD,LAST,1.17479,0
2026-01-01 17:17:09,EURUSD,LAST,1.17479,0
2026-01-01 17:17:10,EURUSD,LAST,1.17478,0
2026-01-01 17:17:11,EURUSD,LAST,1.17479,0
2026-01-01 17:17:12,EURUSD,LAST,1.17478,0
2026-01-01 17:17:13,EURUSD,LAST,1.1748,0
2026-01-01 17:17:14,EURUSD,LAST,1.17479,0
2026-01-01 17:17:15,EURUSD,LAST,1.17479,0
2026-01-01 17:17:16,EURUSD,LAST,1.17479,0
2026-01-01 17:17:17,EURUSD,LAST,1.17478,0
2026-01-01 17:17:18,EURUSD,LAST,1.17479,0
